"LotArea","GrLivArea","TotalBsmtSF","YearBuilt","GarageCars","SalePrice","Neighborhood","BldgType","HouseStyle","ExterQual","CentralAir","MSZoning"
10382,1095,588,1958,1,140000,"NAmes","2fmCon","SLvl","TA","Y","RL"
10800,1192,720,1949,0,135000,"NAmes","1Fam","1.5Fin","TA","N","RL"
2268,1626,764,2003,2,173000,"NridgHt","Twnhs","2Story","Gd","Y","RL"
7892,918,918,1979,1,99500,"SawyerW","TwnhsE","1Story","TA","Y","RL"
11639,1428,1428,2007,2,182000,"Somerst","1Fam","1Story","Gd","Y","FV"
11414,2019,728,1910,2,167500,"BrkSide","1Fam","2Story","TA","N","RL"
2651,1382,673,2000,2,165000,"Somerst","Twnhs","2Story","Gd","Y","FV"
5900,869,440,1923,0,85500,"BrkSide","1Fam","1Story","TA","Y","RL"
4274,1241,1241,2006,2,199900,"Somerst","TwnhsE","1Story","Gd","Y","FV"
9450,894,894,1954,2,110000,"Edwards","1Fam","1Story","TA","Y","RL"
8816,1121,1121,1963,2,139000,"Sawyer","1Fam","1Story","TA","Y","RL"
12122,999,944,1961,2,178400,"NAmes","1Fam","SFoyer","Ex","Y","RL"
12203,2612,1225,1998,3,336000,"NoRidge","1Fam","2Story","Gd","Y","RL"
3182,1266,1266,2007,2,159895,"Blmngtn","1Fam","1Story","Gd","Y","RL"
11250,2290,1128,2002,2,255900,"CollgCr","1Fam","2Story","Gd","Y","RL"
10125,1734,0,1977,2,126000,"Mitchel","Duplex","1.5Fin","TA","Y","RL"
10880,1164,1164,1950,1,125000,"Edwards","2fmCon","1Story","TA","N","RL"
5310,1635,485,1910,1,117000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
10159,1940,1930,2009,3,395192,"NridgHt","1Fam","1Story","Ex","Y","RL"
12046,2030,848,1976,2,195000,"NWAmes","1Fam","2Story","TA","Y","RL"
8125,1576,770,2006,2,197000,"Somerst","1Fam","2Story","Gd","Y","FV"
9452,2392,1396,1997,3,348000,"NoRidge","1Fam","2Story","Gd","Y","RL"
17671,1742,916,1882,2,168000,"OldTown","1Fam","2Story","Gd","Y","RM"
9760,1851,822,1964,2,187000,"NAmes","1Fam","2Story","TA","Y","RL"
8846,1500,750,2005,2,173900,"CollgCr","1Fam","2Story","TA","Y","RL"
12456,1718,1700,2006,3,337500,"NridgHt","1Fam","1Story","Ex","Y","RL"
4712,1230,747,1946,1,121600,"BrkSide","1Fam","1.5Fin","TA","Y","RL"
10659,1050,1050,1961,1,136500,"NAmes","1Fam","1Story","TA","Y","RL"
11717,1442,1442,1970,2,185000,"NWAmes","1Fam","1Story","TA","Y","RL"
9786,1077,1007,1922,1,91000,"IDOTRR","1Fam","1Story","TA","N","RM"
6762,1208,1187,2006,2,206000,"CollgCr","1Fam","1Story","Gd","Y","RL"
10206,944,0,1952,2,82000,"Edwards","1Fam","1Story","TA","N","RL"
5400,691,691,1920,1,86000,"OldTown","1Fam","1Story","TA","Y","RL"
11957,1574,1574,2006,3,232000,"Somerst","1Fam","1Story","Gd","Y","RL"
11500,1680,1680,1976,2,136905,"NWAmes","Duplex","1Story","TA","Y","RL"
3182,1504,1346,2005,2,181000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
8385,985,985,1977,1,149900,"CollgCr","1Fam","SLvl","Gd","Y","RL"
12155,1657,1657,1970,2,163500,"NAmes","1Fam","1Story","TA","Y","RL"
2217,1092,546,1970,1,88000,"MeadowV","TwnhsE","2Story","TA","Y","RM"
12118,1710,1710,2004,2,240000,"Mitchel","1Fam","1Story","Gd","Y","RL"
6000,1522,1008,1926,0,102000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
21286,1271,720,1948,1,135000,"Sawyer","1Fam","1.5Fin","TA","Y","RL"
9825,1664,0,1965,0,100000,"Edwards","Duplex","1Story","TA","N","RL"
10592,1502,602,1923,1,165000,"Crawfor","1Fam","2Story","TA","Y","RL"
7200,1022,1022,1910,1,85000,"OldTown","1Fam","1Story","TA","N","RM"
11664,1082,1082,1948,1,119200,"NAmes","1Fam","1Story","TA","Y","RL"
8400,1665,810,2001,2,227000,"NWAmes","1Fam","2Story","Gd","Y","RL"
11883,1504,1504,1996,2,203000,"CollgCr","1Fam","1Story","Gd","Y","RL"
5814,1360,1220,1984,2,187500,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
10784,1472,384,1991,2,160000,"Gilbert","1Fam","SLvl","Gd","Y","RL"
3013,1506,1362,2005,2,213490,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
7024,1132,1132,2005,2,176000,"Edwards","1Fam","1Story","TA","Y","RL"
7406,1220,1199,2006,2,194000,"CollgCr","1Fam","1Story","Gd","Y","RL"
9439,1248,912,1930,1,87000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
3182,1504,1346,2005,2,191000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
15498,2898,1565,1976,2,287000,"Timber","1Fam","1Story","Gd","Y","RL"
7700,882,882,1972,2,112500,"CollgCr","1Fam","1Story","TA","Y","RL"
9300,1264,1268,1960,2,167500,"NAmes","1Fam","1Story","TA","Y","RL"
9520,1646,1638,2007,3,293077,"Timber","1Fam","1Story","Gd","Y","RL"
9492,1376,768,1941,1,105000,"NAmes","1Fam","1.5Fin","TA","Y","RL"
1680,1218,672,1972,1,118000,"BrDale","Twnhs","2Story","TA","Y","RM"
7082,1928,686,1916,0,160000,"SWISU","2fmCon","2Story","TA","Y","RH"
15863,3082,824,1920,2,197000,"SWISU","1Fam","2.5Fin","TA","Y","RL"
14541,2520,1338,1993,3,310000,"NoRidge","1Fam","2Story","Gd","Y","RL"
8125,1654,1654,2002,3,230000,"CollgCr","1Fam","1Story","Gd","Y","RL"
6305,954,920,1938,1,119750,"Crawfor","1Fam","1Story","TA","Y","RL"
11500,845,0,1957,1,84000,"Edwards","1Fam","1Story","TA","N","RL"
12898,1620,1620,2007,3,315500,"Timber","1Fam","1Story","Gd","Y","RL"
9240,2263,1055,2001,2,287000,"CollgCr","1Fam","2Story","Gd","Y","RL"
1533,1344,546,1970,0,97000,"MeadowV","Twnhs","2Story","TA","Y","RM"
1477,630,630,1970,1,80000,"MeadowV","TwnhsE","SFoyer","TA","Y","RM"
13125,1803,1134,1957,2,155000,"Sawyer","1Fam","1Story","TA","Y","RL"
9130,1632,800,1966,2,173000,"NWAmes","1Fam","2Story","TA","Y","RL"
5381,1306,1306,2005,2,196000,"NridgHt","Twnhs","1Story","Gd","Y","RL"
11839,2329,1475,1990,2,262280,"SawyerW","1Fam","2Story","TA","Y","RL"
9600,2524,2524,1981,2,278000,"NWAmes","1Fam","1Story","Gd","Y","RL"
13680,1733,0,1955,2,139600,"Edwards","1Fam","1Story","TA","Y","RL"
16056,2868,1992,2005,3,556581,"StoneBr","1Fam","2Story","Gd","Y","RL"
9245,990,990,1994,2,145000,"CollgCr","1Fam","1Story","TA","Y","RL"
21750,1771,0,1960,2,115000,"Mitchel","1Fam","1Story","TA","Y","RL"
11100,930,0,1946,1,84900,"Edwards","1Fam","1Story","TA","Y","RL"
8993,1302,1302,2007,2,176485,"Gilbert","1Fam","1Story","Gd","Y","RL"
11175,1316,1316,2007,2,200141,"CollgCr","1Fam","1Story","Gd","Y","RL"
9500,1977,816,1964,2,165000,"NAmes","1Fam","2Story","TA","Y","RL"
8562,1526,1216,1957,1,144500,"Edwards","1Fam","1Story","TA","Y","RL"
11367,1989,1065,2002,2,255000,"CollgCr","1Fam","2Story","Gd","Y","RL"
11361,1523,1193,1976,2,180000,"NWAmes","1Fam","1Story","TA","Y","RL"
7052,1364,1364,2005,2,185850,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
29959,1850,973,1994,2,248000,"NoRidge","1Fam","2Story","Gd","Y","RL"
11308,2184,1104,2008,3,335000,"NridgHt","1Fam","2Story","Ex","Y","RL"
11275,1991,854,1932,2,220000,"Crawfor","1Fam","1.5Fin","TA","Y","RL"
4920,1338,1338,2001,2,213500,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
18000,894,894,1935,3,81000,"IDOTRR","1Fam","1Story","Fa","Y","C (all)"
13600,2337,662,1900,2,90000,"OldTown","2fmCon","2Story","TA","N","RM"
6000,1103,1103,1925,2,110500,"OldTown","1Fam","1Story","TA","Y","RM"
11000,1154,1154,1966,2,154000,"NAmes","1Fam","1Story","TA","Y","RL"
14000,2260,1306,1996,2,328000,"ClearCr","1Fam","2Story","Gd","Y","RL"
7837,1571,799,1993,2,178000,"Gilbert","1Fam","2Story","Gd","Y","RL"
9760,1611,780,1964,2,167900,"NAmes","1Fam","2Story","TA","Y","RL"
3964,2521,942,1973,2,151400,"MeadowV","TwnhsE","2Story","TA","Y","RM"
9600,893,845,1949,2,135000,"NAmes","1Fam","1.5Unf","TA","Y","RL"
10152,1048,1048,1956,1,135000,"NAmes","1Fam","1Story","TA","Y","RL"
11700,1556,727,1968,2,154000,"NWAmes","1Fam","2Story","TA","Y","RL"
7585,1456,810,1948,1,91500,"Edwards","1Fam","1.5Fin","TA","Y","RL"
7950,1426,690,1977,2,159500,"Edwards","1Fam","2Story","TA","Y","RL"
8556,1240,1240,2006,3,194000,"CollgCr","1Fam","1Story","Gd","Y","RL"
13125,1740,800,1940,1,219500,"Crawfor","1Fam","2Story","TA","Y","RL"
10800,1466,796,1936,2,170000,"OldTown","1Fam","1.5Fin","TA","Y","RL"
15870,1096,1096,1969,1,138800,"NAmes","1Fam","1Story","TA","Y","RL"
4435,848,848,2004,2,155900,"CollgCr","TwnhsE","1Story","Gd","Y","RM"
8775,990,990,1994,1,126000,"CollgCr","1Fam","1Story","TA","Y","RL"
11040,1258,1258,1971,2,145000,"NWAmes","1Fam","1Story","Gd","Y","RL"
7500,1040,1040,1963,1,133000,"Sawyer","1Fam","1Story","TA","Y","RL"
8749,1459,1459,2002,2,192000,"CollgCr","1Fam","1Story","Gd","Y","RL"
8800,1251,1251,1964,1,160000,"NAmes","1Fam","1Story","TA","Y","RL"
13031,1498,691,1995,2,187500,"Gilbert","1Fam","2Story","TA","Y","RL"
9069,996,936,1992,2,147000,"SawyerW","1Fam","SFoyer","TA","Y","RL"
1974,1092,546,1973,1,83500,"MeadowV","TwnhsE","2Story","TA","Y","RM"
10574,1953,1082,2005,3,252000,"Somerst","1Fam","2Story","Gd","Y","FV"
2522,1709,970,2004,2,137500,"Edwards","Twnhs","2Story","Gd","Y","RM"
3316,1247,1247,2005,2,197000,"Somerst","TwnhsE","1Story","Gd","Y","FV"
8544,1040,0,1950,2,92900,"NAmes","Duplex","1Story","TA","N","RL"
2160,1252,600,1999,2,160000,"Somerst","Twnhs","2Story","Gd","Y","FV"
8400,1694,1181,1925,2,136500,"SWISU","1Fam","1.5Fin","TA","Y","RL"
9230,1200,864,1965,2,146000,"NAmes","1Fam","1Story","TA","Y","RL"
5868,936,936,1956,1,129000,"NAmes","1Fam","1Story","TA","Y","RL"
9317,1314,1314,2006,2,176432,"CollgCr","1Fam","1Story","Gd","Y","RL"
6882,1355,684,1914,0,127000,"IDOTRR","1Fam","2Story","TA","Y","RM"
3696,1088,1074,1986,2,170000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
6000,1324,672,1936,1,128000,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
11880,1601,1271,1978,2,157000,"NWAmes","1Fam","1Story","TA","Y","RL"
8400,438,290,1920,1,60000,"SWISU","1Fam","1Story","TA","N","RL"
9758,950,950,1971,1,119500,"NAmes","1Fam","1Story","TA","Y","RL"
7000,1134,1010,1960,1,135000,"NAmes","1Fam","1Story","TA","Y","RL"
8910,1194,655,1959,2,159500,"NAmes","1Fam","1Story","TA","Y","RL"
2016,1302,630,1970,2,106000,"BrDale","TwnhsE","2Story","TA","Y","RM"
12256,2622,1463,1994,2,325000,"NoRidge","1Fam","2Story","Gd","Y","RL"
10357,1442,910,1990,2,179900,"SawyerW","1Fam","1Story","Gd","Y","RL"
23257,2021,868,2006,2,274725,"Gilbert","1Fam","2Story","Gd","Y","RL"
8063,1690,924,2000,2,181000,"Gilbert","1Fam","2Story","TA","Y","RL"
11362,1836,1836,2004,3,280000,"NridgHt","1Fam","1Story","Gd","Y","RL"
8000,1658,773,1995,2,188000,"Gilbert","1Fam","2Story","TA","Y","RL"
10480,1964,803,1976,2,205000,"NWAmes","1Fam","2Story","TA","Y","RL"
7100,816,816,1957,1,129900,"NAmes","1Fam","1Story","TA","Y","RL"
8923,1008,1008,1953,1,134500,"NAmes","1Fam","1Story","TA","Y","RL"
5400,833,833,1954,1,117000,"OldTown","1Fam","1Story","TA","Y","RL"
12085,1734,1734,2007,3,318000,"NridgHt","1Fam","1Story","Gd","Y","RL"
7750,1419,408,2002,2,184100,"Gilbert","1Fam","SLvl","Gd","Y","RL"
9764,894,894,1967,2,130000,"Sawyer","1Fam","1Story","TA","Y","RL"
13825,1601,533,1958,1,140000,"Sawyer","1Fam","SLvl","TA","Y","RL"
7560,1040,1040,1959,1,133700,"NAmes","1Fam","1Story","TA","Y","RL"
8263,1012,1012,1920,1,118400,"IDOTRR","1Fam","1Story","TA","Y","RM"
10084,1552,1552,2005,3,212900,"CollgCr","1Fam","1Story","Gd","Y","RL"
8926,960,672,1956,1,112000,"Edwards","1Fam","1Story","TA","Y","RL"
9405,698,698,1947,0,118000,"Edwards","1Fam","1Story","TA","Y","RL"
9125,1482,384,1992,2,163900,"Gilbert","1Fam","SLvl","TA","Y","RL"
10434,1005,1005,1955,2,115000,"NAmes","1Fam","1Story","TA","Y","RL"
3684,1555,1373,2007,3,174000,"Blmngtn","TwnhsE","1Story","Gd","Y","RL"
14572,1530,1530,2004,3,259000,"Gilbert","1Fam","1Story","Gd","Y","RL"
11796,1959,847,2004,2,215000,"Gilbert","1Fam","2Story","Gd","Y","RL"
7200,936,936,1980,2,140000,"OldTown","Duplex","SFoyer","TA","Y","RM"
7804,1981,1122,1928,2,135000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
10712,974,974,1991,0,93500,"Mitchel","1Fam","1Story","TA","Y","RL"
9900,2210,1008,1880,1,117500,"OldTown","1Fam","2Story","TA","Y","RM"
9828,2020,1128,1995,2,239500,"SawyerW","1Fam","2Story","Gd","Y","RL"
8773,1600,916,1997,2,169000,"Gilbert","1Fam","2Story","TA","Y","RL"
6180,986,960,1926,1,102000,"BrkSide","1Fam","1Story","TA","N","RM"
9600,1252,1032,1950,1,119000,"NAmes","1Fam","1.5Fin","TA","Y","RL"
6342,1020,780,1875,0,94000,"Sawyer","1Fam","1.5Fin","TA","N","RL"
9819,1567,1567,1977,2,196000,"Mitchel","1Fam","1Story","TA","Y","RL"
8731,1167,915,1920,2,144000,"BrkSide","1Fam","1Story","TA","Y","RL"
7350,952,952,1951,2,139000,"NAmes","1Fam","1Story","TA","Y","RL"
10304,1868,780,1976,2,197500,"NWAmes","1Fam","2Story","TA","Y","RL"
9965,2828,1466,2006,3,424870,"CollgCr","1Fam","2Story","Gd","Y","RL"
9000,1006,1006,1959,0,80000,"Sawyer","1Fam","1Story","TA","Y","RL"
12180,924,672,1941,1,80000,"Edwards","2fmCon","1.5Fin","TA","N","RL"
6240,1576,1042,1928,1,149000,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
11200,1298,1298,1985,2,180000,"SawyerW","1Fam","1Story","Gd","Y","RL"
12000,1564,704,1941,1,174500,"Crawfor","1Fam","2Story","TA","Y","RL"
5700,1111,572,1926,1,116900,"OldTown","1Fam","1.5Fin","TA","Y","RM"
9000,1482,650,1920,2,143000,"OldTown","1Fam","2Story","TA","Y","RM"
8280,932,932,1950,1,124000,"NAmes","1Fam","1Story","TA","Y","RL"
17755,1466,1466,1959,2,149900,"Edwards","1Fam","1Story","TA","Y","RL"
14115,1811,1073,1956,2,230000,"Crawfor","1Fam","1Story","TA","Y","RL"
5890,816,816,1930,1,120500,"IDOTRR","1Fam","1Story","Gd","Y","RM"
13700,1820,864,1965,2,201800,"NAmes","1Fam","2Story","TA","Y","RL"
10768,1437,1437,1976,2,218000,"Veenker","1Fam","1Story","Gd","Y","RL"
9350,1265,1219,1965,2,179900,"NAmes","1Fam","SLvl","TA","Y","RL"
5001,1314,1314,2007,2,230000,"NridgHt","Twnhs","1Story","Gd","Y","RL"
11932,1580,1580,2007,3,235128,"Somerst","1Fam","1Story","Gd","Y","RL"
9120,1876,901,1974,2,185000,"NWAmes","1Fam","2Story","Gd","Y","RL"
2280,1456,855,1978,2,146000,"NPkVill","Twnhs","2Story","TA","Y","RL"
14778,1640,1296,1954,2,224000,"Crawfor","1Fam","1Story","Gd","Y","RL"
8724,894,894,1968,2,129000,"Sawyer","1Fam","1Story","TA","Y","RL"
12900,1258,1198,1969,2,108959,"Sawyer","Duplex","SFoyer","TA","Y","RL"
16157,1432,1360,1978,2,194000,"Veenker","1Fam","SLvl","TA","Y","RL"
9541,1502,1502,2009,2,233170,"NridgHt","1Fam","1Story","Gd","Y","RL"
10475,1694,1694,2008,3,245350,"CollgCr","1Fam","1Story","Gd","Y","RL"
10852,1671,959,2000,2,173000,"Gilbert","1Fam","2Story","TA","Y","RL"
13728,2108,1127,1935,2,235000,"Edwards","1Fam","2Story","TA","Y","RL"
35760,3627,1930,1995,3,625000,"NoRidge","1Fam","2Story","Gd","Y","RL"
9880,1118,1096,1977,1,171000,"Mitchel","1Fam","SLvl","TA","Y","RL"
9120,1261,1261,1958,2,163000,"NAmes","1Fam","1Story","TA","Y","RL"
4017,1250,625,2006,2,171900,"Somerst","TwnhsE","2Story","Gd","Y","FV"
18030,3086,1598,1946,0,200500,"ClearCr","1Fam","1.5Fin","TA","Y","RL"
16560,2345,952,1932,2,239000,"Crawfor","1Fam","2Story","TA","Y","RL"
10678,2872,1683,1992,2,285000,"NoRidge","1Fam","1.5Fin","Gd","Y","RL"
6951,923,876,1984,1,119500,"Mitchel","1Fam","1Story","TA","Y","RL"
3950,1224,818,1926,1,115000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
7681,1343,731,1921,1,154900,"Crawfor","1Fam","1.5Fin","TA","Y","RL"
8335,1124,0,1954,0,93000,"Edwards","1Fam","1Story","TA","Y","RL"
11170,2514,1216,1990,2,250000,"Timber","1Fam","2Story","TA","Y","RL"
5587,1652,1600,2008,2,392500,"Crawfor","TwnhsE","1Story","Ex","Y","RM"
15623,4476,2396,1996,3,745000,"NoRidge","1Fam","2Story","Gd","Y","RL"
10800,1130,1120,1920,2,120000,"OldTown","1Fam","1Story","TA","Y","RL"
35133,1572,1572,1963,3,186700,"Timber","1Fam","1Story","TA","Y","RL"
9738,1221,784,1924,1,104900,"Edwards","1Fam","1.5Fin","TA","Y","RL"
10615,1699,978,1900,2,95000,"OldTown","2fmCon","2Story","TA","Y","RL"
12461,1624,1624,1994,3,262000,"NoRidge","1Fam","1Story","Gd","Y","RL"
8935,1660,831,2002,2,195000,"CollgCr","1Fam","2Story","Gd","Y","RL"
7500,1804,994,1999,2,189000,"Gilbert","1Fam","2Story","TA","Y","RL"
32463,1622,1249,1961,4,168000,"Mitchel","2fmCon","1Story","TA","Y","RL"
2645,1441,776,1999,2,174000,"Somerst","Twnhs","2Story","Gd","Y","FV"
9600,1472,702,1925,1,125000,"OldTown","1Fam","1.5Fin","TA","Y","RM"
4500,1224,1224,1999,2,165000,"Mitchel","TwnhsE","1Story","TA","Y","RM"
9364,1352,663,1969,1,158000,"Sawyer","1Fam","2Story","TA","Y","RL"
8029,1456,728,2005,2,176000,"Gilbert","1Fam","2Story","TA","Y","RL"
14054,1863,879,2006,3,219210,"Gilbert","1Fam","2Story","Gd","Y","RL"
8850,1690,815,1916,1,144000,"OldTown","1Fam","2.5Unf","TA","Y","RM"
9100,1212,1212,2001,2,178000,"CollgCr","1Fam","1Story","Gd","Y","RL"
11235,1382,1051,1963,2,148000,"Sawyer","1Fam","1Story","TA","Y","RL"
9353,864,864,1970,1,116050,"NAmes","1Fam","1Story","TA","Y","RL"
10400,1779,866,1998,2,197900,"CollgCr","1Fam","2Story","TA","Y","RL"
6000,1348,884,1925,1,117000,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
9750,1630,1630,2000,2,213000,"CollgCr","1Fam","1Story","Gd","Y","RL"
10140,1074,1056,1975,2,153500,"NWAmes","1Fam","1Story","TA","Y","RL"
14684,2196,2158,1990,3,271900,"SawyerW","1Fam","1Story","Gd","Y","RL"
8900,1056,1056,1966,1,107000,"SawyerW","1Fam","1Story","TA","Y","RH"
9135,1700,1682,2003,2,200000,"CollgCr","1Fam","1Story","Gd","Y","RL"
7763,1283,931,1962,2,140000,"NAmes","1Fam","1Story","TA","Y","RL"
10182,1660,1660,2006,2,290000,"Somerst","1Fam","1Story","Gd","Y","RL"
11218,1845,1055,1992,2,189000,"SawyerW","1Fam","2Story","Gd","Y","RL"
12134,1752,559,1988,2,164000,"Gilbert","1Fam","1.5Fin","Gd","Y","RL"
9340,672,672,1941,1,113000,"Edwards","1Fam","1Story","TA","Y","RL"
10246,960,648,1965,1,145000,"Sawyer","1Fam","SLvl","TA","Y","RL"
10205,999,925,1962,1,134500,"NAmes","1Fam","SFoyer","TA","Y","RL"
7094,894,894,1966,1,125000,"Sawyer","1Fam","1Story","TA","Y","RL"
8930,1902,0,1978,2,112000,"Sawyer","Duplex","1.5Fin","TA","Y","RM"
8640,1314,1300,2009,2,229456,"Somerst","1Fam","1Story","Gd","Y","FV"
6240,912,0,1947,0,80500,"BrkSide","1Fam","1.5Fin","TA","N","RM"
1680,1218,672,1971,0,91500,"BrDale","Twnhs","2Story","TA","Y","RM"
7800,912,912,1964,1,115000,"NAmes","1Fam","1Story","TA","Y","RL"
8250,1211,952,1968,1,134000,"Sawyer","1Fam","1Story","TA","Y","RL"
10496,1846,1040,1949,1,143000,"NAmes","1Fam","1.5Fin","TA","Y","RL"
10680,2136,2136,1951,2,137900,"NAmes","1Fam","1Story","TA","N","RL"
15384,1490,788,2004,2,184000,"Gilbert","1Fam","2Story","Gd","Y","RL"
10482,1138,588,1958,1,145000,"NAmes","1Fam","SLvl","TA","Y","RL"
14598,1933,894,2007,3,214000,"Somerst","1Fam","2Story","Gd","Y","RL"
8872,912,912,1965,2,147000,"NAmes","1Fam","1Story","TA","Y","RL"
8769,1702,1702,2008,3,367294,"NridgHt","TwnhsE","1Story","Ex","Y","RL"
7910,1507,1075,1960,1,127000,"NAmes","1Fam","SLvl","TA","Y","RL"
18890,2620,1361,1977,2,190000,"Sawyer","Duplex","1.5Fin","TA","Y","RL"
7728,1190,1106,1962,2,132500,"NAmes","Duplex","SLvl","TA","Y","RL"
9842,1224,0,1962,2,101800,"NAmes","Duplex","1Story","TA","Y","RL"
12160,1188,1188,1959,2,142000,"NAmes","1Fam","1Story","TA","Y","RL"
8525,1964,940,1911,0,130000,"SWISU","1Fam","2Story","TA","N","RH"
13132,1784,747,1914,1,138887,"Crawfor","1Fam","2Story","TA","Y","RL"
2628,1626,764,2003,2,175500,"NridgHt","Twnhs","2Story","Gd","Y","RL"
12393,1948,847,2004,2,195000,"CollgCr","1Fam","2Story","Gd","Y","RL"
13072,1141,1141,2005,2,142500,"SawyerW","1Fam","1Story","Gd","Y","RL"
9037,1484,1476,2006,2,265900,"Timber","1Fam","1Story","Gd","Y","RL"
8158,1768,884,2003,2,224900,"CollgCr","1Fam","2Story","Gd","Y","RL"
9849,1689,1689,2007,3,248328,"Somerst","1Fam","1Story","Gd","Y","RL"
10625,1173,1053,1974,2,170000,"NWAmes","1Fam","SFoyer","TA","Y","RL"
13891,2076,2076,2006,3,465000,"NridgHt","1Fam","1Story","Ex","Y","RL"
11435,1517,792,1929,2,230000,"Crawfor","1Fam","2Story","TA","Y","RL"
12090,1868,585,1984,2,178000,"NWAmes","1Fam","SLvl","TA","Y","RL"
8125,1553,756,2005,2,186500,"Somerst","1Fam","2Story","Gd","Y","FV"
12328,1034,1012,1976,3,169900,"Mitchel","1Fam","SLvl","TA","Y","RL"
9600,2058,735,1917,2,129500,"OldTown","1Fam","2.5Unf","TA","N","RM"
7200,988,876,1950,1,119000,"NAmes","1Fam","1Story","TA","Y","RL"
11160,2110,2110,1968,2,244000,"NAmes","1Fam","1Story","Gd","Y","RL"
3136,1405,1405,2003,2,171750,"NridgHt","TwnhsE","1Story","Gd","Y","RL"
9858,874,864,1968,1,130000,"Mitchel","1Fam","1Story","TA","Y","RL"
17542,2167,1192,1974,2,294000,"Veenker","1Fam","2Story","Gd","Y","RL"
6931,1656,746,2003,2,165400,"Edwards","1Fam","2Story","Gd","Y","RL"
6240,1367,884,1931,1,127500,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
14303,1987,1986,1994,2,301500,"NoRidge","1Fam","1Story","Gd","Y","RL"
4060,864,864,1922,0,99900,"Edwards","1Fam","1Story","TA","Y","RL"
9587,1166,856,2005,2,190000,"Gilbert","1Fam","SLvl","Gd","Y","RL"
9750,1054,1054,1969,2,151000,"NAmes","1Fam","1Story","TA","Y","RL"
24682,1675,841,1999,2,181000,"Gilbert","1Fam","2Story","TA","Y","RL"
9600,1050,1050,1956,1,128900,"NAmes","1Fam","1Story","TA","Y","RL"
11250,1788,1104,1957,1,161500,"ClearCr","1Fam","1.5Fin","TA","Y","RL"
13515,1824,764,1919,2,180500,"BrkSide","1Fam","2Story","TA","Y","RL"
4060,1337,1405,1998,2,181000,"NAmes","TwnhsE","1Story","Gd","Y","RH"
3735,1452,691,1999,2,183900,"Somerst","TwnhsE","2Story","Gd","Y","FV"
10120,1889,925,1910,1,122000,"OldTown","2fmCon","2.5Unf","Fa","N","RM"
13214,2018,2002,2008,3,378500,"Timber","1Fam","1Story","Ex","Y","RL"
14100,3447,728,1935,3,381000,"Crawfor","1Fam","1.5Fin","TA","Y","RL"
11344,1524,874,1958,1,144000,"NAmes","1Fam","1.5Fin","TA","Y","RL"
23595,1524,1332,1979,2,260000,"ClearCr","1Fam","1Story","Gd","Y","RL"
9156,1489,1489,1968,2,185750,"NWAmes","1Fam","1Story","TA","Y","RL"
13526,935,935,1965,1,137000,"Sawyer","1Fam","1Story","TA","Y","RL"
11512,1357,1019,1959,1,177000,"Edwards","1Fam","SLvl","TA","Y","RL"
5362,1250,661,1910,2,139000,"Crawfor","1Fam","1.5Fin","TA","Y","RL"
11345,1920,928,1948,2,137000,"NAmes","Duplex","2Story","TA","Y","RL"
12936,1395,723,1972,2,162000,"NWAmes","1Fam","2Story","TA","Y","RL"
17871,1724,1680,1967,2,197900,"NWAmes","1Fam","SLvl","TA","Y","RL"
9473,2031,1128,2002,2,237000,"CollgCr","1Fam","2Story","Gd","Y","RL"
7500,1128,698,1920,2,68400,"IDOTRR","1Fam","1.5Fin","TA","Y","C (all)"
9808,1573,1573,2002,2,227000,"CollgCr","1Fam","1Story","Gd","Y","RL"
8049,1339,1309,1990,2,180000,"Timber","1Fam","1Story","TA","Y","RL"
8800,1040,1040,1977,2,150500,"CollgCr","1Fam","1Story","TA","Y","RL"
9400,1824,912,1971,0,139000,"Mitchel","Duplex","2Story","TA","Y","RL"
9638,2447,804,1919,1,169000,"SWISU","1Fam","1.5Fin","TA","Y","RL"
6000,1412,780,1939,1,132500,"BrkSide","1Fam","1.5Fin","TA","Y","RM"
9790,1328,1328,1963,2,143000,"NWAmes","1Fam","1Story","TA","Y","RL"
36500,1582,1624,1964,2,190000,"ClearCr","1Fam","1Story","TA","Y","RL"
5664,1659,1501,2000,2,278000,"StoneBr","TwnhsE","1Story","Gd","Y","RL"
11065,1970,1085,2006,3,281000,"NridgHt","1Fam","2Story","Gd","Y","RL"
14112,1152,1152,1964,2,180500,"NAmes","1Fam","SLvl","TA","Y","RL"
1680,1302,630,1972,1,119500,"BrDale","Twnhs","2Story","TA","Y","RM"
6600,2372,994,1892,1,107500,"OldTown","1Fam","2Story","TA","N","RM"
